CID_A,drug_A,CID_B,drug_B,enzyme_gene,direction,severity,DB_A,DB_B,drugbank_hard_proven
3348,Fexofenadine,123631,Gefitinib,CYP2D6,inhibition,Unknown,DB00950,DB00317,No
3749,Irbesartan,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB01029,DB01101,No
3690,Ifosfamide,4594,Prilosec,CYP2C19,inhibition,Unknown,DB01181,DB00338,No
3690,Ifosfamide,4594,Prilosec,CYP3A4,induction,Unknown,DB01181,DB00338,No
3365,Fluconazole,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00196,DB00317,No
3365,Fluconazole,123631,Gefitinib,CYP2C9,inhibition,Moderate,DB00196,DB00317,No
2265,Azathioprine,667490,6-Mercaptopurine,HPRT1,inhibition,Major,DB00993,DB01033,Yes
3749,Irbesartan,5426,Thalidomide,CYP1A2,inhibition,Unknown,DB01029,DB01041,No
2907,Cyclophosphamide,3339,Fenofibrate,CYP3A4,induction,Moderate,DB00531,DB01039,No
2907,Cyclophosphamide,3339,Fenofibrate,CYP2C9,inhibition,Moderate,DB00531,DB01039,No
2478,Busulfan,2907,Cyclophosphamide,CYP3A4,induction,Moderate,DB01008,DB00531,Yes
2478,Busulfan,2907,Cyclophosphamide,CYP3A4,inhibition,Moderate,DB01008,DB00531,Yes
2375,Bicalutamide,3157,Doxazosin,CYP2C19,inhibition,Unknown,DB01128,DB00590,No
5291,Imatinib,5556,Triazolam,CYP2C9,inhibition,Moderate,DB00619,DB00897,No
2187,Anastrozole,4917,Prochlorperazine,CYP3A4,inhibition,Unknown,DB01217,DB00433,No
1983,Acetaminophen,3062316,Dasatinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00316,DB01254,No
1983,Acetaminophen,3062316,Dasatinib,CYP3A4,induction,Unknown,DB00316,DB01254,No
1983,Acetaminophen,3062316,Dasatinib,CYP3A4,inhibition,Unknown,DB00316,DB01254,No
3348,Fexofenadine,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00950,DB00398,No
3348,Fexofenadine,216239,Sorafenib,CYP2D6,inhibition,Moderate,DB00950,DB00398,No
5426,Thalidomide,119607,Valdecoxib,PTGS2,inhibition,Unknown,DB01041,DB00580,No
3961,Losartan,60198,Exemestane,CYP3A4,inhibition,Unknown,DB00678,DB00990,No
3899,Leflunomide,104865,Bosentan,CYP2C9,induction,Major,DB01097,DB00559,No
3899,Leflunomide,104865,Bosentan,CYP2C9,inhibition,Major,DB01097,DB00559,No
3386,Fluoxetine,60198,Exemestane,CYP3A4,inhibition,Unknown,DB00472,DB00990,No
2662,Celecoxib,4236,Modafinil,CYP3A4,inhibition,Unknown,DB00482,DB00745,No
2662,Celecoxib,4236,Modafinil,CYP3A4,induction,Unknown,DB00482,DB00745,No
3121,Valproic Acid,3899,Leflunomide,CYP2C9,inhibition,Major,DB00313,DB01097,No
3152,Donepezil,123631,Gefitinib,CYP2C9,inhibition,Minor,DB00843,DB00317,No
2662,Celecoxib,5556,Triazolam,CYP2C9,inhibition,Unknown,DB00482,DB00897,No
3385,5-Fluorouracil,3825,Ketoprofen,ABCC4 (MRP4),transporter_inhibition,Unknown,DB00544,DB01009,No
3385,5-Fluorouracil,3825,Ketoprofen,CYP2C9,inhibition,Unknown,DB00544,DB01009,No
3657,Hydroxyurea,3658,Hydroxyzine,CYP2D6,inhibition,Unknown,DB01005,DB00557,No
3488,Glibenclamide,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB01016,DB01101,No
3016,Diazepam,3902,Letrozole,CYP3A4,inhibition,Unknown,DB00829,DB01006,No
3385,5-Fluorouracil,3957,Loratadine,CYP2C9,inhibition,Unknown,DB00544,DB00455,No
2375,Bicalutamide,3397,Flutamide,CYP3A4,inhibition,Unknown,DB01128,DB00499,Yes
3386,Fluoxetine,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00472,DB00398,No
3386,Fluoxetine,216239,Sorafenib,CYP1A2,inhibition,Moderate,DB00472,DB00398,No
5426,Thalidomide,65999,Telmisartan,CYP2C19,inhibition,Unknown,DB01041,DB00966,No
3899,Leflunomide,5472,Ticlopidine,CYP1A2,inhibition,Unknown,DB01097,DB00208,No
3345,Fentanyl,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Major,DB00813,DB00619,No
3345,Fentanyl,5291,Imatinib,CYP3A4,inhibition,Major,DB00813,DB00619,No
5073,Risperidone,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00734,DB00619,No
5073,Risperidone,5291,Imatinib,CYP3A4,inhibition,Moderate,DB00734,DB00619,No
4679,Pantoprazole,216239,Sorafenib,CYP1A2,induction,Unknown,DB00213,DB00398,No
4679,Pantoprazole,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00213,DB00398,No
4679,Pantoprazole,216239,Sorafenib,CYP1A2,inhibition,Unknown,DB00213,DB00398,No
2375,Bicalutamide,3345,Fentanyl,CYP3A4,inhibition,Unknown,DB01128,DB00813,No
5426,Thalidomide,124087,Desloratadine,CYP1A2,inhibition,Unknown,DB01041,DB00967,No
2520,Verapamil,2907,Cyclophosphamide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00661,DB00531,Yes
2520,Verapamil,2907,Cyclophosphamide,CYP3A4,induction,Unknown,DB00661,DB00531,Yes
2520,Verapamil,2907,Cyclophosphamide,ABCB1 (P-gp),transporter_induction,Unknown,DB00661,DB00531,Yes
2520,Verapamil,2907,Cyclophosphamide,CYP3A4,inhibition,Unknown,DB00661,DB00531,Yes
2907,Cyclophosphamide,3690,Ifosfamide,CYP3A4,inhibition,Moderate,DB00531,DB01181,Yes
2907,Cyclophosphamide,3690,Ifosfamide,CYP3A4,induction,Moderate,DB00531,DB01181,Yes
4485,Nifedipine,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB01115,DB00317,No
4485,Nifedipine,123631,Gefitinib,ABCB1 (P-gp),transporter_induction,Moderate,DB01115,DB00317,No
4485,Nifedipine,123631,Gefitinib,CYP3A4,induction,Moderate,DB01115,DB00317,No
4485,Nifedipine,123631,Gefitinib,CYP2C9,inhibition,Moderate,DB01115,DB00317,No
5291,Imatinib,5394,Temozolomide,CYP3A4,inhibition,Moderate,DB00619,DB00853,Yes
5291,Imatinib,5394,Temozolomide,CYP3A4,induction,Moderate,DB00619,DB00853,Yes
2803,Clonidine,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00575,DB00619,No
2803,Clonidine,5291,Imatinib,CYP3A4,inhibition,Unknown,DB00575,DB00619,No
60953,Capecitabine,119607,Valdecoxib,CYP2C9,inhibition,Unknown,DB01101,DB00580,No
5090,Rofecoxib,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB00533,DB01101,No
2662,Celecoxib,4195,Midodrine,CYP2D6,inhibition,Unknown,DB00482,DB00211,No
4829,Pioglitazone,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB01132,DB01101,No
1983,Acetaminophen,2187,Anastrozole,CYP3A4,induction,Unknown,DB00316,DB01217,No
1983,Acetaminophen,2187,Anastrozole,CYP1A2,inhibition,Unknown,DB00316,DB01217,No
2662,Celecoxib,3690,Ifosfamide,CYP3A4,inhibition,Unknown,DB00482,DB01181,Yes
2662,Celecoxib,3690,Ifosfamide,CYP3A4,induction,Unknown,DB00482,DB01181,Yes
2375,Bicalutamide,3478,Glipizide,CYP3A4,inhibition,Unknown,DB01128,DB01067,No
3333,Felodipine,3899,Leflunomide,CYP2C9,inhibition,Unknown,DB01023,DB01097,No
2662,Celecoxib,56959,Ranolazine,CYP3A4,inhibition,Minor,DB00482,DB00243,No
3386,Fluoxetine,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00472,DB00317,No
3386,Fluoxetine,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00472,DB00317,No
3899,Leflunomide,119607,Valdecoxib,CYP2C9,inhibition,Major,DB01097,DB00580,No
5291,Imatinib,5735,Zopiclone,CYP3A4,inhibition,Unknown,DB00619,DB01198,No
4171,Metoprolol,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00264,DB00317,No
4171,Metoprolol,123631,Gefitinib,CYP2C19,inhibition,Unknown,DB00264,DB00317,No
2083,Salbutamol,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB01001,DB01204,No
3385,5-Fluorouracil,3463,Gemfibrozil,CYP2C8,induction,Unknown,DB00544,DB01241,No
3385,5-Fluorouracil,3463,Gemfibrozil,CYP1A2,inhibition,Unknown,DB00544,DB01241,No
2375,Bicalutamide,3476,"1H-Pyrrole-1-carboxamide, 3-ethyl-2,5-dihydro-4-methyl-N-2-4-(trans-4-methylcyclohexyl)aminocarbonylaminosulfonylphenylethyl-2-oxo-",CYP2C9,inhibition,Unknown,DB01128,DB00222,No
3386,Fluoxetine,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB00472,DB01101,No
3749,Irbesartan,3899,Leflunomide,CYP2C9,inhibition,Unknown,DB01029,DB01097,No
2083,Salbutamol,3062316,Dasatinib,CYP3A4,inhibition,Moderate,DB01001,DB01254,No
2162,Amlodipine,2187,Anastrozole,CYP1A2,inhibition,Unknown,DB00381,DB01217,No
2662,Celecoxib,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB00482,DB01101,No
3657,Hydroxyurea,5002,Quetiapine,CYP2D6,inhibition,Unknown,DB01005,DB01224,No
5556,Triazolam,216239,Sorafenib,CYP3A4,inhibition,Unknown,DB00897,DB00398,No
4212,Mitoxantrone,4236,Modafinil,CYP3A4,inhibition,Unknown,DB01204,DB00745,No
4212,Mitoxantrone,4236,Modafinil,CYP3A4,induction,Unknown,DB01204,DB00745,No
3365,Fluconazole,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB00196,DB01101,No
2375,Bicalutamide,4679,Pantoprazole,CYP2C9,inhibition,Unknown,DB01128,DB00213,No
2375,Bicalutamide,4679,Pantoprazole,CYP3A4,induction,Unknown,DB01128,DB00213,No
4178,Mexiletine,123631,Gefitinib,CYP2D6,inhibition,Unknown,DB00379,DB00317,No
4946,Propranolol,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00571,DB00619,No
4946,Propranolol,5291,Imatinib,CYP3A4,inhibition,Moderate,DB00571,DB00619,No
2802,Clonazepam,2907,Cyclophosphamide,CYP3A4,induction,Unknown,DB01068,DB00531,No
2802,Clonazepam,2907,Cyclophosphamide,CYP3A4,inhibition,Unknown,DB01068,DB00531,No
54454,Simvastatin,82146,Bexarotene,CYP3A4,induction,Moderate,DB00641,DB00307,No
54454,Simvastatin,82146,Bexarotene,CYP3A4,inhibition,Moderate,DB00641,DB00307,No
3121,Valproic Acid,3690,Ifosfamide,CYP3A4,inhibition,Unknown,DB00313,DB01181,No
3121,Valproic Acid,3690,Ifosfamide,CYP3A4,induction,Unknown,DB00313,DB01181,No
3883,Lansoprazole,4212,Mitoxantrone,CYP3A4,induction,Unknown,DB00448,DB01204,No
3883,Lansoprazole,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00448,DB01204,No
3883,Lansoprazole,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB00448,DB01204,No
3883,Lansoprazole,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00448,DB01204,No
4595,Ondansetron,176870,Erlotinib,CYP1A2,inhibition,Unknown,DB00904,DB00530,No
3690,Ifosfamide,4679,Pantoprazole,CYP2C9,inhibition,Unknown,DB01181,DB00213,No
3690,Ifosfamide,4679,Pantoprazole,CYP3A4,induction,Unknown,DB01181,DB00213,No
1983,Acetaminophen,3385,5-Fluorouracil,CYP2C9,inhibition,Unknown,DB00316,DB00544,No
54454,Simvastatin,176870,Erlotinib,CYP2C8,inhibition,Unknown,DB00641,DB00530,No
54454,Simvastatin,176870,Erlotinib,CYP3A4,induction,Unknown,DB00641,DB00530,No
54454,Simvastatin,176870,Erlotinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00641,DB00530,No
5291,Imatinib,41781,Torasemide,CYP2C19,inhibition,Moderate,DB00619,DB00214,No
3961,Losartan,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB00678,DB00853,No
3961,Losartan,5394,Temozolomide,CYP3A4,induction,Unknown,DB00678,DB00853,No
5426,Thalidomide,60953,Capecitabine,CYP2C9,inhibition,Major,DB01041,DB01101,No
1983,Acetaminophen,104741,Fulvestrant,CYP3A4,induction,Unknown,DB00316,DB00947,No
1983,Acetaminophen,104741,Fulvestrant,CYP3A4,inhibition,Unknown,DB00316,DB00947,No
4168,Metoclopramide,216239,Sorafenib,CYP2D6,inhibition,Unknown,DB01233,DB00398,No
2244,Aspirin,3385,5-Fluorouracil,CYP2C9,inhibition,Unknown,DB00945,DB00544,No
2585,Carvedilol,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB01136,DB01204,No
2585,Carvedilol,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB01136,DB01204,No
2585,Carvedilol,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01136,DB01204,No
3899,Leflunomide,54454,Simvastatin,CYP2C9,inhibition,Major,DB01097,DB00641,No
3899,Leflunomide,54454,Simvastatin,CYP2C9,induction,Major,DB01097,DB00641,No
2907,Cyclophosphamide,4911,Probenecid,CYP2C9,inhibition,Unknown,DB00531,DB01032,No
2907,Cyclophosphamide,4911,Probenecid,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB01032,No
2907,Cyclophosphamide,4911,Probenecid,CYP3A4,induction,Unknown,DB00531,DB01032,No
2802,Clonazepam,216239,Sorafenib,CYP3A4,inhibition,Unknown,DB01068,DB00398,No
3152,Donepezil,3657,Hydroxyurea,CYP2D6,inhibition,Unknown,DB00843,DB01005,No
4829,Pioglitazone,5291,Imatinib,CYP3A4,inhibition,Moderate,DB01132,DB00619,No
4829,Pioglitazone,5291,Imatinib,CYP3A4,induction,Moderate,DB01132,DB00619,No
2764,Ciprofloxacin,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00537,DB00619,No
2764,Ciprofloxacin,5291,Imatinib,CYP3A4,inhibition,Unknown,DB00537,DB00619,No
3385,5-Fluorouracil,5391,Temazepam,CYP2C9,inhibition,Unknown,DB00544,DB00231,No
2907,Cyclophosphamide,3478,Glipizide,CYP3A4,induction,Moderate,DB00531,DB01067,No
2907,Cyclophosphamide,3478,Glipizide,CYP3A4,inhibition,Moderate,DB00531,DB01067,No
2907,Cyclophosphamide,5391,Temazepam,CYP3A4,induction,Unknown,DB00531,DB00231,No
2907,Cyclophosphamide,5391,Temazepam,CYP3A4,inhibition,Unknown,DB00531,DB00231,No
5291,Imatinib,54454,Simvastatin,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00619,DB00641,Yes
5291,Imatinib,54454,Simvastatin,CYP3A4,induction,Moderate,DB00619,DB00641,Yes
5291,Imatinib,54454,Simvastatin,CYP3A4,inhibition,Moderate,DB00619,DB00641,Yes
2375,Bicalutamide,3961,Losartan,CYP3A4,inhibition,Unknown,DB01128,DB00678,No
2375,Bicalutamide,2585,Carvedilol,CYP3A4,inhibition,Unknown,DB01128,DB01136,No
5291,Imatinib,150311,Ezetimibe,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00619,DB00973,No
5291,Imatinib,150311,Ezetimibe,CYP3A4,inhibition,Unknown,DB00619,DB00973,No
2162,Amlodipine,3899,Leflunomide,CYP2C9,inhibition,Unknown,DB00381,DB01097,No
3345,Fentanyl,3690,Ifosfamide,CYP3A4,inhibition,Moderate,DB00813,DB01181,No
3345,Fentanyl,3690,Ifosfamide,CYP3A4,induction,Moderate,DB00813,DB01181,No
4594,Prilosec,13342,Vinblastine,CYP3A4,inhibition,Unknown,DB00338,DB00570,No
444,Bupropion,3902,Letrozole,CYP2A6,inhibition,Unknown,DB01156,DB01006,No
2083,Salbutamol,2375,Bicalutamide,CYP3A4,inhibition,Moderate,DB01001,DB01128,No
2907,Cyclophosphamide,3825,Ketoprofen,CYP2C9,induction,Unknown,DB00531,DB01009,No
2907,Cyclophosphamide,3825,Ketoprofen,CYP2C9,inhibition,Unknown,DB00531,DB01009,No
1978,Acebutolol,2907,Cyclophosphamide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01193,DB00531,No
1978,Acebutolol,2907,Cyclophosphamide,CYP2D6,inhibition,Unknown,DB01193,DB00531,No
2405,Bisoprolol,2907,Cyclophosphamide,CYP3A4,induction,Unknown,DB00612,DB00531,No
2405,Bisoprolol,2907,Cyclophosphamide,CYP3A4,inhibition,Unknown,DB00612,DB00531,No
3899,Leflunomide,4583,Ofloxacin,CYP1A2,inhibition,Unknown,DB01097,DB01165,No
3365,Fluconazole,60198,Exemestane,CYP3A4,inhibition,Unknown,DB00196,DB00990,No
2907,Cyclophosphamide,4539,Norfloxacin,CYP3A4,induction,Minor,DB00531,DB01059,No
2907,Cyclophosphamide,4539,Norfloxacin,CYP3A4,inhibition,Minor,DB00531,DB01059,No
4927,Promethazine,216239,Sorafenib,CYP2C9,inhibition,Moderate,DB01069,DB00398,No
4927,Promethazine,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB01069,DB00398,No
2662,Celecoxib,4911,Probenecid,ABCC4 (MRP4),transporter_inhibition,Unknown,DB00482,DB01032,No
2662,Celecoxib,4911,Probenecid,CYP2C9,inhibition,Unknown,DB00482,DB01032,No
2662,Celecoxib,4911,Probenecid,CYP3A4,induction,Unknown,DB00482,DB01032,No
3767,Isoniazid,3899,Leflunomide,CYP2C9,inhibition,Major,DB00951,DB01097,No
2803,Clonidine,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00575,DB01204,No
2803,Clonidine,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB00575,DB01204,No
2803,Clonidine,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00575,DB01204,No
2585,Carvedilol,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB01136,DB01101,No
54454,Simvastatin,104741,Fulvestrant,CYP3A4,induction,Unknown,DB00641,DB00947,No
54454,Simvastatin,104741,Fulvestrant,CYP3A4,inhibition,Unknown,DB00641,DB00947,No
3902,Letrozole,150311,Ezetimibe,CYP3A4,inhibition,Unknown,DB01006,DB00973,No
5291,Imatinib,104865,Bosentan,CYP3A4,induction,Moderate,DB00619,DB00559,No
5291,Imatinib,104865,Bosentan,CYP3A4,inhibition,Moderate,DB00619,DB00559,No
3690,Ifosfamide,3883,Lansoprazole,CYP3A4,induction,Unknown,DB01181,DB00448,No
3690,Ifosfamide,3883,Lansoprazole,CYP3A4,inhibition,Unknown,DB01181,DB00448,No
2662,Celecoxib,3637,Hydralazine,CYP3A4,inhibition,Unknown,DB00482,DB01275,No
2662,Celecoxib,2955,Dapsone,PTGS2,inhibition,Unknown,DB00482,DB00250,No
2662,Celecoxib,2955,Dapsone,CYP2C9,induction,Unknown,DB00482,DB00250,No
3690,Ifosfamide,4595,Ondansetron,CYP3A4,inhibition,Unknown,DB01181,DB00904,No
3690,Ifosfamide,4595,Ondansetron,CYP3A4,induction,Unknown,DB01181,DB00904,No
5394,Temozolomide,13342,Vinblastine,CYP3A4,inhibition,Moderate,DB00853,DB00570,No
5394,Temozolomide,13342,Vinblastine,CYP3A4,induction,Moderate,DB00853,DB00570,No
2478,Busulfan,3690,Ifosfamide,CYP3A4,inhibition,Moderate,DB01008,DB01181,No
2478,Busulfan,3690,Ifosfamide,CYP3A4,induction,Moderate,DB01008,DB01181,No
3899,Leflunomide,4909,Primidone,CYP1A2,induction,Unknown,DB01097,DB00794,No
3899,Leflunomide,4909,Primidone,CYP2C9,inhibition,Unknown,DB01097,DB00794,No
2662,Celecoxib,4189,Miconazole,CYP3A4,inhibition,Moderate,DB00482,DB01110,No
5394,Temozolomide,150311,Ezetimibe,CYP3A4,inhibition,Unknown,DB00853,DB00973,No
5394,Temozolomide,150311,Ezetimibe,CYP3A4,induction,Unknown,DB00853,DB00973,No
2907,Cyclophosphamide,3062316,Dasatinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB01254,No
2907,Cyclophosphamide,3062316,Dasatinib,CYP3A4,induction,Unknown,DB00531,DB01254,No
2907,Cyclophosphamide,3062316,Dasatinib,CYP3A4,inhibition,Unknown,DB00531,DB01254,No
2375,Bicalutamide,4485,Nifedipine,CYP3A4,induction,Unknown,DB01128,DB01115,No
2375,Bicalutamide,4485,Nifedipine,CYP3A4,inhibition,Unknown,DB01128,DB01115,No
2662,Celecoxib,110635,Tadalafil,CYP3A4,inhibition,Unknown,DB00482,DB00820,No
2578,Carmustine,3121,Valproic Acid,CYP1A2,inhibition,Unknown,DB00262,DB00313,No
3657,Hydroxyurea,4205,Mirtazapine,CYP2D6,induction,Unknown,DB01005,DB00370,No
3657,Hydroxyurea,4205,Mirtazapine,CYP2D6,inhibition,Unknown,DB01005,DB00370,No
3899,Leflunomide,4236,Modafinil,CYP1A2,induction,Unknown,DB01097,DB00745,No
3899,Leflunomide,4236,Modafinil,CYP1A2,inhibition,Unknown,DB01097,DB00745,No
3902,Letrozole,4205,Mirtazapine,CYP3A4,inhibition,Unknown,DB01006,DB00370,No
3690,Ifosfamide,4616,Oxazepam,CYP3A4,inhibition,Moderate,DB01181,DB00842,No
3690,Ifosfamide,4616,Oxazepam,CYP3A4,induction,Moderate,DB01181,DB00842,No
2083,Salbutamol,3397,Flutamide,CYP3A4,inhibition,Moderate,DB01001,DB00499,No
3657,Hydroxyurea,3749,Irbesartan,CYP2D6,inhibition,Unknown,DB01005,DB01029,No
2907,Cyclophosphamide,4058,Meperidine,CYP3A4,induction,Unknown,DB00531,DB00454,No
2907,Cyclophosphamide,4058,Meperidine,CYP3A4,inhibition,Unknown,DB00531,DB00454,No
2162,Amlodipine,3397,Flutamide,CYP1A2,inhibition,Unknown,DB00381,DB00499,No
41781,Torasemide,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00214,DB00317,No
2083,Salbutamol,104741,Fulvestrant,CYP3A4,inhibition,Unknown,DB01001,DB00947,No
444,Bupropion,3385,5-Fluorouracil,CYP2C9,inhibition,Unknown,DB01156,DB00544,No
3385,5-Fluorouracil,3676,Lidocaine,CYP1A2,inhibition,Unknown,DB00544,DB00281,No
2662,Celecoxib,77993,Eletriptan,CYP3A4,induction,Unknown,DB00482,DB00216,No
2662,Celecoxib,77993,Eletriptan,CYP2D6,inhibition,Unknown,DB00482,DB00216,No
4205,Mirtazapine,176870,Erlotinib,CYP2C8,inhibition,Unknown,DB00370,DB00530,No
4205,Mirtazapine,176870,Erlotinib,CYP2D6,induction,Unknown,DB00370,DB00530,No
2662,Celecoxib,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00482,DB01204,No
3676,Lidocaine,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00281,DB00317,No
3676,Lidocaine,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00281,DB00317,No
4158,Methylphenidate,176870,Erlotinib,CYP2D6,inhibition,Unknown,DB00422,DB00530,No
3016,Diazepam,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00829,DB00317,No
3016,Diazepam,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00829,DB00317,No
3961,Losartan,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00678,DB00619,No
3961,Losartan,5291,Imatinib,CYP3A4,inhibition,Moderate,DB00678,DB00619,No
3657,Hydroxyurea,5656,Venlafaxine,CYP2D6,inhibition,Unknown,DB01005,DB00285,No
2162,Amlodipine,3385,5-Fluorouracil,CYP2C9,inhibition,Unknown,DB00381,DB00544,No
3016,Diazepam,3899,Leflunomide,CYP2C9,inhibition,Unknown,DB00829,DB01097,No
2187,Anastrozole,3488,Glibenclamide,CYP3A4,inhibition,Unknown,DB01217,DB01016,No
2118,Alprazolam,2375,Bicalutamide,CYP3A4,inhibition,Unknown,DB00404,DB01128,No
4236,Modafinil,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB00745,DB00853,No
4236,Modafinil,5394,Temozolomide,CYP3A4,induction,Unknown,DB00745,DB00853,No
2756,Cimetidine,3385,5-Fluorouracil,CYP2C9,inhibition,Minor,DB00501,DB00544,No
2756,Cimetidine,3385,5-Fluorouracil,SLC22A7,transporter_inhibition,Minor,DB00501,DB00544,No
3657,Hydroxyurea,4634,Oxybutynin,CYP2D6,inhibition,Unknown,DB01005,DB01062,No
5090,Rofecoxib,123631,Gefitinib,CYP3A4,induction,Unknown,DB00533,DB00317,No
5090,Rofecoxib,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00533,DB00317,No
2764,Ciprofloxacin,104741,Fulvestrant,CYP3A4,inhibition,Unknown,DB00537,DB00947,No
2118,Alprazolam,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00404,DB01204,No
2554,Carbamazepine,3385,5-Fluorouracil,CYP2C9,inhibition,Unknown,DB00564,DB00544,No
2554,Carbamazepine,3385,5-Fluorouracil,CYP1A2,induction,Unknown,DB00564,DB00544,No
2578,Carmustine,4583,Ofloxacin,CYP1A2,inhibition,Minor,DB00262,DB01165,No
3672,"Ibuprofen, (+-)-",216239,Sorafenib,CYP2C9,inhibition,Unknown,DB01050,DB00398,No
3672,"Ibuprofen, (+-)-",216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01050,DB00398,No
2802,Clonazepam,5291,Imatinib,CYP3A4,inhibition,Moderate,DB01068,DB00619,No
3365,Fluconazole,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00196,DB00619,No
3365,Fluconazole,5291,Imatinib,CYP3A4,inhibition,Moderate,DB00196,DB00619,No
4212,Mitoxantrone,5578,Trimethoprim,ABCB1 (P-gp),transporter_induction,Unknown,DB01204,DB00440,No
4212,Mitoxantrone,5578,Trimethoprim,CYP3A4,inhibition,Unknown,DB01204,DB00440,No
4212,Mitoxantrone,5578,Trimethoprim,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01204,DB00440,No
3957,Loratadine,60198,Exemestane,CYP3A4,induction,Unknown,DB00455,DB00990,No
3957,Loratadine,60198,Exemestane,CYP3A4,inhibition,Unknown,DB00455,DB00990,No
3345,Fentanyl,3397,Flutamide,CYP3A4,inhibition,Unknown,DB00813,DB00499,No
5426,Thalidomide,5578,Trimethoprim,CYP2C9,inhibition,Unknown,DB01041,DB00440,No
5426,Thalidomide,123631,Gefitinib,CYP3A5,induction,Unknown,DB01041,DB00317,No
5426,Thalidomide,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB01041,DB00317,No
5291,Imatinib,27661,Isosorbide Mononitrate,CYP3A4,inhibition,Unknown,DB00619,DB01020,No
3957,Loratadine,176870,Erlotinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00455,DB00530,No
3957,Loratadine,176870,Erlotinib,CYP3A4,induction,Unknown,DB00455,DB00530,No
3957,Loratadine,176870,Erlotinib,CYP2C8,inhibition,Unknown,DB00455,DB00530,No
5073,Risperidone,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00734,DB00317,No
5073,Risperidone,123631,Gefitinib,CYP2D6,inhibition,Unknown,DB00734,DB00317,No
2375,Bicalutamide,5656,Venlafaxine,CYP3A4,inhibition,Moderate,DB01128,DB00285,No
1775,Phenytoin,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00252,DB01204,No
1775,Phenytoin,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB00252,DB01204,No
