CID_A,drug_A,CID_B,drug_B,enzyme_gene,uniprot,direction,severity
5978,Vincristine,54454,Simvastatin,ABCB1 (P-gp),P08183,transporter_induction,Moderate
5978,Vincristine,54454,Simvastatin,CYP3A4,P08684,inhibition,Moderate
2550,1-(2-Methyl-3-sulfanylpropanoyl)proline,3657,Hydroxyurea,CYP2D6,P10635,inhibition,Unknown
2662,Celecoxib,5076,"N-[3-hydroxy-5-[[3-methyl-2-[[[methyl-[(2-propan-2-yl-4-thiazolyl)methyl]amino]-oxomethyl]amino]-1-oxobutyl]amino]-1,6-diphenylhexan-2-yl]carbamic acid 5-thiazolylmethyl ester",CYP3A4,P08684,induction,Moderate
2662,Celecoxib,5076,"N-[3-hydroxy-5-[[3-methyl-2-[[[methyl-[(2-propan-2-yl-4-thiazolyl)methyl]amino]-oxomethyl]amino]-1-oxobutyl]amino]-1,6-diphenylhexan-2-yl]carbamic acid 5-thiazolylmethyl ester",CYP3A4,P08684,inhibition,Moderate
2662,Celecoxib,4195,Midodrine,CYP2D6,P10635,inhibition,Unknown
5291,Imatinib,5478,(+-)-Timolol,CYP2D6,P10635,inhibition,Moderate
5291,Imatinib,5478,(+-)-Timolol,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
4829,Pioglitazone,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
3825,Ketoprofen,93860,"Bortezomib, (1S,2R)-",CYP2C9,P11712,inhibition,Unknown
2907,Cyclophosphamide,4425,"4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro(3,2-e)isoquinoline-7-one",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2907,Cyclophosphamide,4425,"4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro(3,2-e)isoquinoline-7-one",CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,4425,"4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro(3,2-e)isoquinoline-7-one",CYP3A4,P08684,inhibition,Unknown
1983,Acetaminophen,2187,Anastrozole,CYP3A4,P08684,induction,Unknown
1983,Acetaminophen,2187,Anastrozole,CYP1A2,P05177,inhibition,Unknown
2662,Celecoxib,3690,Ifosfamide,CYP3A4,P08684,inhibition,Unknown
2662,Celecoxib,3690,Ifosfamide,CYP3A4,P08684,induction,Unknown
2375,Bicalutamide,3478,Glipizide,CYP3A4,P08684,inhibition,Unknown
3333,Felodipine,3899,Leflunomide,CYP2C9,P11712,inhibition,Unknown
2662,Celecoxib,56959,Ranolazine,CYP3A4,P08684,inhibition,Minor
2662,Celecoxib,3203,Rac-Efavirenz,CYP3A4,P08684,induction,Moderate
2662,Celecoxib,3203,Rac-Efavirenz,CYP3A4,P08684,inhibition,Moderate
3386,Fluoxetine,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3386,Fluoxetine,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
4829,Pioglitazone,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
4829,Pioglitazone,5978,Vincristine,CYP3A4,P08684,induction,Unknown
3899,Leflunomide,119607,Valdecoxib,CYP2C9,P11712,inhibition,Major
5291,Imatinib,5735,Zopiclone,CYP3A4,P08684,inhibition,Unknown
1775,Phenytoin,10631,Medroxyprogesterone,CYP3A4,P08684,induction,Moderate
1775,Phenytoin,10631,Medroxyprogesterone,CYP2C9,P11712,inhibition,Moderate
4171,Metoprolol,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4171,Metoprolol,123631,Gefitinib,CYP2C19,P33261,inhibition,Unknown
2083,Salbutamol,4212,Mitoxantrone,CYP3A4,P08684,inhibition,Unknown
3385,5-Fluorouracil,3463,Gemfibrozil,CYP2C8,P10632,induction,Unknown
3385,5-Fluorouracil,3463,Gemfibrozil,CYP1A2,P05177,inhibition,Unknown
2375,Bicalutamide,3476,"1H-Pyrrole-1-carboxamide, 3-ethyl-2,5-dihydro-4-methyl-N-2-4-(trans-4-methylcyclohexyl)aminocarbonylaminosulfonylphenylethyl-2-oxo-",CYP2C9,P11712,inhibition,Unknown
3386,Fluoxetine,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
3749,Irbesartan,3899,Leflunomide,CYP2C9,P11712,inhibition,Unknown
4943,Propofol,93860,"Bortezomib, (1S,2R)-",CYP1A2,P05177,inhibition,Unknown
3016,Diazepam,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
3016,Diazepam,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3016,Diazepam,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2083,Salbutamol,3062316,Dasatinib,CYP3A4,P08684,inhibition,Moderate
2162,Amlodipine,2187,Anastrozole,CYP1A2,P05177,inhibition,Unknown
2662,Celecoxib,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
3657,Hydroxyurea,5002,Quetiapine,CYP2D6,P10635,inhibition,Unknown
5556,Triazolam,216239,Sorafenib,CYP3A4,P08684,inhibition,Unknown
4634,Oxybutynin,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Unknown
4634,Oxybutynin,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Unknown
3957,Loratadine,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Unknown
3957,Loratadine,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3957,Loratadine,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Unknown
3957,Loratadine,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Unknown
4212,Mitoxantrone,4236,Modafinil,CYP3A4,P08684,inhibition,Unknown
4212,Mitoxantrone,4236,Modafinil,CYP3A4,P08684,induction,Unknown
4946,Propranolol,93860,"Bortezomib, (1S,2R)-",CYP1A2,P05177,inhibition,Minor
3365,Fluconazole,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
2375,Bicalutamide,4679,Pantoprazole,CYP2C9,P11712,inhibition,Unknown
2375,Bicalutamide,4679,Pantoprazole,CYP3A4,P08684,induction,Unknown
4178,Mexiletine,123631,Gefitinib,CYP2D6,P10635,inhibition,Unknown
4946,Propranolol,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
4946,Propranolol,5291,Imatinib,CYP3A4,P08684,inhibition,Moderate
2802,Clonazepam,2907,Cyclophosphamide,CYP3A4,P08684,induction,Unknown
2802,Clonazepam,2907,Cyclophosphamide,CYP3A4,P08684,inhibition,Unknown
3510,(3H)granisetron,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
54454,Simvastatin,82146,Bexarotene,CYP3A4,P08684,induction,Moderate
54454,Simvastatin,82146,Bexarotene,CYP3A4,P08684,inhibition,Moderate
3121,Valproic Acid,3690,Ifosfamide,CYP3A4,P08684,inhibition,Unknown
3121,Valproic Acid,3690,Ifosfamide,CYP3A4,P08684,induction,Unknown
3883,Lansoprazole,4212,Mitoxantrone,CYP3A4,P08684,induction,Unknown
3883,Lansoprazole,4212,Mitoxantrone,CYP3A4,P08684,inhibition,Unknown
3883,Lansoprazole,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3883,Lansoprazole,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4595,Ondansetron,176870,Erlotinib,CYP1A2,P05177,inhibition,Unknown
3348,Fexofenadine,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3348,Fexofenadine,5376,"(E,Z)-Tamoxifen",CYP2D6,P10635,inhibition,Unknown
3348,Fexofenadine,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Unknown
3690,Ifosfamide,4679,Pantoprazole,CYP2C9,P11712,inhibition,Unknown
3690,Ifosfamide,4679,Pantoprazole,CYP3A4,P08684,induction,Unknown
1983,Acetaminophen,3385,5-Fluorouracil,CYP2C9,P11712,inhibition,Unknown
2806,(RS)-Clopidogrel,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2806,(RS)-Clopidogrel,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
54454,Simvastatin,176870,Erlotinib,CYP2C8,P10632,inhibition,Unknown
54454,Simvastatin,176870,Erlotinib,CYP3A4,P08684,induction,Unknown
54454,Simvastatin,176870,Erlotinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5291,Imatinib,41781,Torasemide,CYP2C19,P33261,inhibition,Moderate
3961,Losartan,5394,Temozolomide,CYP3A4,P08684,inhibition,Unknown
3961,Losartan,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
5426,Thalidomide,60953,Capecitabine,CYP2C9,P11712,inhibition,Major
1983,Acetaminophen,104741,Fulvestrant,CYP3A4,P08684,induction,Unknown
1983,Acetaminophen,104741,Fulvestrant,CYP3A4,P08684,inhibition,Unknown
4168,Metoclopramide,216239,Sorafenib,CYP2D6,P10635,inhibition,Unknown
2244,Aspirin,3385,5-Fluorouracil,CYP2C9,P11712,inhibition,Unknown
2585,Carvedilol,4212,Mitoxantrone,CYP3A4,P08684,inhibition,Unknown
2585,Carvedilol,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2585,Carvedilol,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2250,Atorvastatin EP Impurity B,4212,Mitoxantrone,CYP3A4,P08684,inhibition,Moderate
2250,Atorvastatin EP Impurity B,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_induction,Moderate
2250,Atorvastatin EP Impurity B,4212,Mitoxantrone,CYP3A4,P08684,induction,Moderate
2250,Atorvastatin EP Impurity B,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
2662,Celecoxib,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
5523,2-((Dimethylamino)methyl)-1-(3-methoxyphenyl)cyclohexanol,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Unknown
3899,Leflunomide,54454,Simvastatin,CYP2C9,P11712,inhibition,Major
3899,Leflunomide,54454,Simvastatin,CYP2C9,P11712,induction,Major
2907,Cyclophosphamide,4911,Probenecid,CYP2C9,P11712,inhibition,Unknown
2907,Cyclophosphamide,4911,Probenecid,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2907,Cyclophosphamide,4911,Probenecid,CYP3A4,P08684,induction,Unknown
2802,Clonazepam,216239,Sorafenib,CYP3A4,P08684,inhibition,Unknown
3152,Donepezil,3657,Hydroxyurea,CYP2D6,P10635,inhibition,Unknown
4829,Pioglitazone,5291,Imatinib,CYP3A4,P08684,inhibition,Moderate
4829,Pioglitazone,5291,Imatinib,CYP3A4,P08684,induction,Moderate
2764,Ciprofloxacin,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2764,Ciprofloxacin,5291,Imatinib,CYP3A4,P08684,inhibition,Unknown
5073,Risperidone,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Unknown
3385,5-Fluorouracil,5391,Temazepam,CYP2C9,P11712,inhibition,Unknown
2907,Cyclophosphamide,3478,Glipizide,CYP3A4,P08684,induction,Moderate
2907,Cyclophosphamide,3478,Glipizide,CYP3A4,P08684,inhibition,Moderate
2907,Cyclophosphamide,5391,Temazepam,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,5391,Temazepam,CYP3A4,P08684,inhibition,Unknown
5291,Imatinib,54454,Simvastatin,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
5291,Imatinib,54454,Simvastatin,CYP3A4,P08684,induction,Moderate
5291,Imatinib,54454,Simvastatin,CYP3A4,P08684,inhibition,Moderate
2375,Bicalutamide,3961,Losartan,CYP3A4,P08684,inhibition,Unknown
4236,Modafinil,93860,"Bortezomib, (1S,2R)-",CYP1A2,P05177,induction,Minor
4236,Modafinil,93860,"Bortezomib, (1S,2R)-",CYP1A2,P05177,inhibition,Minor
2375,Bicalutamide,2585,Carvedilol,CYP3A4,P08684,inhibition,Unknown
5291,Imatinib,150311,Ezetimibe,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5291,Imatinib,150311,Ezetimibe,CYP3A4,P08684,inhibition,Unknown
2162,Amlodipine,3899,Leflunomide,CYP2C9,P11712,inhibition,Unknown
3345,Fentanyl,3690,Ifosfamide,CYP3A4,P08684,inhibition,Moderate
3345,Fentanyl,3690,Ifosfamide,CYP3A4,P08684,induction,Moderate
4616,Oxazepam,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Unknown
4594,Prilosec,13342,Vinblastine,CYP3A4,P08684,inhibition,Unknown
2550,1-(2-Methyl-3-sulfanylpropanoyl)proline,93860,"Bortezomib, (1S,2R)-",CYP2D6,P10635,inhibition,Unknown
444,Bupropion,3902,Letrozole,CYP2A6,P11509,inhibition,Unknown
2083,Salbutamol,2375,Bicalutamide,CYP3A4,P08684,inhibition,Moderate
2907,Cyclophosphamide,3825,Ketoprofen,CYP2C9,P11712,induction,Unknown
2907,Cyclophosphamide,3825,Ketoprofen,CYP2C9,P11712,inhibition,Unknown
1978,Acebutolol,2907,Cyclophosphamide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
1978,Acebutolol,2907,Cyclophosphamide,CYP2D6,P10635,inhibition,Unknown
5735,Zopiclone,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Unknown
2405,Bisoprolol,2907,Cyclophosphamide,CYP3A4,P08684,induction,Unknown
2405,Bisoprolol,2907,Cyclophosphamide,CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,4819,"2(3H)-Furanone, 3-ethyldihydro-4-((1-methyl-1H-imidazol-5-yl)methyl)-, (3S-cis)-",CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,4819,"2(3H)-Furanone, 3-ethyldihydro-4-((1-methyl-1H-imidazol-5-yl)methyl)-, (3S-cis)-",CYP3A4,P08684,induction,Unknown
3899,Leflunomide,4583,Ofloxacin,CYP1A2,P05177,inhibition,Unknown
3339,Fenofibrate,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
3365,Fluconazole,60198,Exemestane,CYP3A4,P08684,inhibition,Unknown
2955,Dapsone,5978,Vincristine,CYP3A4,P08684,inhibition,Moderate
5978,Vincristine,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5978,Vincristine,123631,Gefitinib,CYP3A4,P08684,inhibition,Unknown
5978,Vincristine,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2764,Ciprofloxacin,93860,"Bortezomib, (1S,2R)-",CYP1A2,P05177,inhibition,Unknown
2907,Cyclophosphamide,4539,Norfloxacin,CYP3A4,P08684,induction,Minor
2907,Cyclophosphamide,4539,Norfloxacin,CYP3A4,P08684,inhibition,Minor
4927,Promethazine,216239,Sorafenib,CYP2C9,P11712,inhibition,Moderate
4927,Promethazine,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
5090,Rofecoxib,14888,Arsenic Trioxide,CYP3A4,P08684,induction,Unknown
5090,Rofecoxib,14888,Arsenic Trioxide,CYP3A4,P08684,inhibition,Unknown
2187,Anastrozole,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Moderate
2187,Anastrozole,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Moderate
4212,Mitoxantrone,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Moderate
4212,Mitoxantrone,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
4212,Mitoxantrone,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Moderate
4212,Mitoxantrone,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Moderate
2662,Celecoxib,4911,Probenecid,ABCC4 (MRP4),O15439,transporter_inhibition,Unknown
2662,Celecoxib,4911,Probenecid,CYP2C9,P11712,inhibition,Unknown
2662,Celecoxib,4911,Probenecid,CYP3A4,P08684,induction,Unknown
3767,Isoniazid,3899,Leflunomide,CYP2C9,P11712,inhibition,Major
2806,(RS)-Clopidogrel,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
2187,Anastrozole,2250,Atorvastatin EP Impurity B,CYP3A4,P08684,induction,Unknown
2187,Anastrozole,2250,Atorvastatin EP Impurity B,CYP3A4,P08684,inhibition,Unknown
2803,Clonidine,4212,Mitoxantrone,CYP3A4,P08684,inhibition,Unknown
2803,Clonidine,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2803,Clonidine,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",216239,Sorafenib,CYP2C9,P11712,inhibition,Unknown
4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2585,Carvedilol,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
54454,Simvastatin,104741,Fulvestrant,CYP3A4,P08684,induction,Unknown
54454,Simvastatin,104741,Fulvestrant,CYP3A4,P08684,inhibition,Unknown
2662,Celecoxib,3510,(3H)granisetron,CYP2D6,P10635,inhibition,Unknown
2662,Celecoxib,3510,(3H)granisetron,CYP2D6,P10635,induction,Unknown
3902,Letrozole,150311,Ezetimibe,CYP3A4,P08684,inhibition,Unknown
93860,"Bortezomib, (1S,2R)-",176870,Erlotinib,CYP2C8,P10632,inhibition,Unknown
5291,Imatinib,104865,Bosentan,CYP3A4,P08684,induction,Moderate
5291,Imatinib,104865,Bosentan,CYP3A4,P08684,inhibition,Moderate
3690,Ifosfamide,3883,Lansoprazole,CYP3A4,P08684,induction,Unknown
3690,Ifosfamide,3883,Lansoprazole,CYP3A4,P08684,inhibition,Unknown
2764,Ciprofloxacin,14888,Arsenic Trioxide,CYP3A4,P08684,inhibition,Major
2764,Ciprofloxacin,14888,Arsenic Trioxide,ABCB1 (P-gp),P08183,transporter_inhibition,Major
2907,Cyclophosphamide,5523,2-((Dimethylamino)methyl)-1-(3-methoxyphenyl)cyclohexanol,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,5523,2-((Dimethylamino)methyl)-1-(3-methoxyphenyl)cyclohexanol,CYP3A4,P08684,inhibition,Unknown
2662,Celecoxib,3637,Hydralazine,CYP3A4,P08684,inhibition,Unknown
2662,Celecoxib,2955,Dapsone,PTGS2,P35354,inhibition,Unknown
2662,Celecoxib,2955,Dapsone,CYP2C9,P11712,induction,Unknown
3690,Ifosfamide,4595,Ondansetron,CYP3A4,P08684,inhibition,Unknown
3690,Ifosfamide,4595,Ondansetron,CYP3A4,P08684,induction,Unknown
5394,Temozolomide,13342,Vinblastine,CYP3A4,P08684,inhibition,Moderate
5394,Temozolomide,13342,Vinblastine,CYP3A4,P08684,induction,Moderate
152945,CID 152945,216239,Sorafenib,CYP3A4,P08684,inhibition,Unknown
2478,Busulfan,3690,Ifosfamide,CYP3A4,P08684,inhibition,Moderate
2478,Busulfan,3690,Ifosfamide,CYP3A4,P08684,induction,Moderate
3899,Leflunomide,4909,Primidone,CYP1A2,P05177,induction,Unknown
3899,Leflunomide,4909,Primidone,CYP2C9,P11712,inhibition,Unknown
2662,Celecoxib,4189,Miconazole,CYP3A4,P08684,inhibition,Moderate
3324,Famciclovir,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
5394,Temozolomide,150311,Ezetimibe,CYP3A4,P08684,inhibition,Unknown
5394,Temozolomide,150311,Ezetimibe,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,3062316,Dasatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2907,Cyclophosphamide,3062316,Dasatinib,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,3062316,Dasatinib,CYP3A4,P08684,inhibition,Unknown
3148,Anzemet,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
2375,Bicalutamide,4485,Nifedipine,CYP3A4,P08684,induction,Unknown
2375,Bicalutamide,4485,Nifedipine,CYP3A4,P08684,inhibition,Unknown
5656,Venlafaxine,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
5656,Venlafaxine,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5656,Venlafaxine,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2662,Celecoxib,110635,Tadalafil,CYP3A4,P08684,inhibition,Unknown
2578,Carmustine,3121,Valproic Acid,CYP1A2,P05177,inhibition,Unknown
3657,Hydroxyurea,4205,Mirtazapine,CYP2D6,P10635,induction,Unknown
3657,Hydroxyurea,4205,Mirtazapine,CYP2D6,P10635,inhibition,Unknown
3899,Leflunomide,4236,Modafinil,CYP1A2,P05177,induction,Unknown
3899,Leflunomide,4236,Modafinil,CYP1A2,P05177,inhibition,Unknown
2907,Cyclophosphamide,3255,"6-((4-(Dimethylamino)-3-hydroxy-6-methyloxan-2-yl)oxy)-14-ethyl-7,12,13-trihydroxy-4-((5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy)-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione",CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,3255,"6-((4-(Dimethylamino)-3-hydroxy-6-methyloxan-2-yl)oxy)-14-ethyl-7,12,13-trihydroxy-4-((5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy)-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione",CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,3255,"6-((4-(Dimethylamino)-3-hydroxy-6-methyloxan-2-yl)oxy)-14-ethyl-7,12,13-trihydroxy-4-((5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy)-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2907,Cyclophosphamide,3255,"6-((4-(Dimethylamino)-3-hydroxy-6-methyloxan-2-yl)oxy)-14-ethyl-7,12,13-trihydroxy-4-((5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy)-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione",ABCB1 (P-gp),P08183,transporter_induction,Unknown
3902,Letrozole,4205,Mirtazapine,CYP3A4,P08684,inhibition,Unknown
5394,Temozolomide,14888,Arsenic Trioxide,CYP3A4,P08684,inhibition,Unknown
5394,Temozolomide,14888,Arsenic Trioxide,CYP3A4,P08684,induction,Unknown
3690,Ifosfamide,4616,Oxazepam,CYP3A4,P08684,inhibition,Moderate
3690,Ifosfamide,4616,Oxazepam,CYP3A4,P08684,induction,Moderate
2083,Salbutamol,3397,Flutamide,CYP3A4,P08684,inhibition,Moderate
3657,Hydroxyurea,3749,Irbesartan,CYP2D6,P10635,inhibition,Unknown
2907,Cyclophosphamide,4058,Meperidine,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,4058,Meperidine,CYP3A4,P08684,inhibition,Unknown
2162,Amlodipine,3397,Flutamide,CYP1A2,P05177,inhibition,Unknown
41781,Torasemide,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
5523,2-((Dimethylamino)methyl)-1-(3-methoxyphenyl)cyclohexanol,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
2083,Salbutamol,104741,Fulvestrant,CYP3A4,P08684,inhibition,Unknown
444,Bupropion,3385,5-Fluorouracil,CYP2C9,P11712,inhibition,Unknown
5152,Salmeterol,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Moderate
5152,Salmeterol,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Moderate
3385,5-Fluorouracil,3676,Lidocaine,CYP1A2,P05177,inhibition,Unknown
2662,Celecoxib,77993,Eletriptan,CYP3A4,P08684,induction,Unknown
2662,Celecoxib,77993,Eletriptan,CYP2D6,P10635,inhibition,Unknown
4205,Mirtazapine,176870,Erlotinib,CYP2C8,P10632,inhibition,Unknown
4205,Mirtazapine,176870,Erlotinib,CYP2D6,P10635,induction,Unknown
2662,Celecoxib,4212,Mitoxantrone,CYP3A4,P08684,inhibition,Unknown
3676,Lidocaine,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3676,Lidocaine,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
4158,Methylphenidate,176870,Erlotinib,CYP2D6,P10635,inhibition,Unknown
3016,Diazepam,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3016,Diazepam,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
3961,Losartan,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
3961,Losartan,5291,Imatinib,CYP3A4,P08684,inhibition,Moderate
3954,Loperamide(1+),123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3954,Loperamide(1+),123631,Gefitinib,CYP2D6,P10635,inhibition,Unknown
3657,Hydroxyurea,5656,Venlafaxine,CYP2D6,P10635,inhibition,Unknown
2162,Amlodipine,3385,5-Fluorouracil,CYP2C9,P11712,inhibition,Unknown
3658,Hydroxyzine,5376,"(E,Z)-Tamoxifen",CYP2D6,P10635,inhibition,Moderate
3016,Diazepam,3899,Leflunomide,CYP2C9,P11712,inhibition,Unknown
2187,Anastrozole,3488,Glibenclamide,CYP3A4,P08684,inhibition,Unknown
3032,Arthrotec,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Unknown
3032,Arthrotec,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3032,Arthrotec,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Unknown
3032,Arthrotec,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Unknown
2118,Alprazolam,2375,Bicalutamide,CYP3A4,P08684,inhibition,Unknown
5533,Trazodone,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Unknown
4236,Modafinil,5394,Temozolomide,CYP3A4,P08684,inhibition,Unknown
4236,Modafinil,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
2756,Cimetidine,3385,5-Fluorouracil,CYP2C9,P11712,inhibition,Minor
2756,Cimetidine,3385,5-Fluorouracil,SLC22A7,Q9Y694,transporter_inhibition,Minor
3657,Hydroxyurea,4634,Oxybutynin,CYP2D6,P10635,inhibition,Unknown
5090,Rofecoxib,123631,Gefitinib,CYP3A4,P08684,induction,Unknown
5090,Rofecoxib,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
2764,Ciprofloxacin,104741,Fulvestrant,CYP3A4,P08684,inhibition,Unknown
2520,Verapamil,14888,Arsenic Trioxide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2520,Verapamil,14888,Arsenic Trioxide,CYP3A4,P08684,inhibition,Unknown
2520,Verapamil,14888,Arsenic Trioxide,ABCC2 (MRP2),Q92887,transporter_induction,Unknown
2118,Alprazolam,4212,Mitoxantrone,CYP3A4,P08684,inhibition,Unknown
2554,Carbamazepine,3385,5-Fluorouracil,CYP2C9,P11712,inhibition,Unknown
2554,Carbamazepine,3385,5-Fluorouracil,CYP1A2,P05177,induction,Unknown
